INSTNM,CITY,STABBR,INSTURL,LOCALE,MENONLY,WOMENONLY,SATVR75,SATMT75,SATWR75,ACTCM75,SAT_AVG,GRAD_DEBT_MDN
Daytona College,Ormond Beach,FL,daytonacollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,8706
Delta Technical College,Horn Lake,MS,www.deltatechnicalcollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
United States University,Chula Vista,CA,www.usuniversity.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,19000
Westwood College-Arlington Ballston,Arlington,VA,www.westwood.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,32249.5
Brightwood College-Bakersfield,Bakersfield,CA,www.brightwood.edu/bakersfield-ca/,11,0,0,NULL,NULL,NULL,NULL,NULL,9449.5
Brightwood College-Fresno,Clovis,CA,www.brightwood.edu/fresno-ca/,21,0,0,NULL,NULL,NULL,NULL,NULL,9025
Empire Beauty School-Avondale,Avondale,AZ,www.empire.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,10453.5
Empire Beauty School-Littleton,Littleton,CO,www.empire.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9588
Empire Beauty School-Aurora,Aurora,CO,www.empire.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9588
Everest Institute-Gahanna,Gahanna,OH,www.everest.edu/campus/gahanna,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Everest College-Merrionette Park,Merrionette Park,IL,www.everest.edu/campus/merrionette_park,21,0,0,NULL,NULL,NULL,NULL,NULL,19613
Everest College-Earth City,Earth City,MO,www.everest.edu/campus/st_louis,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Everest College-Mesa,Mesa,AZ,www.everestcollegephoenix.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Everest Institute-Silver Spring,Silver Spring,MD,www.everest.edu/campus/silver_spring,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
Alvareitas College of Cosmetology-Belleville,Belleville,IL,www.alvareita.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9911
AmeriTech College-Draper,Draper,UT,www.ameritech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24370
Argosy University-Los Angeles,Los Angeles,CA,www.argosy.edu/los-angeles-california/default.aspx,21,0,0,NULL,NULL,NULL,NULL,NULL,24750
Brown Mackie College-Miami,Miramar,FL,www.brownmackie.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,22141.5
Regency Beauty Institute-Darien,Darien,IL,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Aurora,Aurora,IL,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Madison,Madison,WI,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Ridgedale,Minnetonka,MN,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Fortis College-Largo,Largo,FL,www.fortiscollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,16500
Platt College-Moore,Moore,OK,www.plattcolleges.edu/campuses/moore-ok,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Universal Technical Institute of Massachusetts Inc,Norwood,MA,www.uti.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,18500
Eagle Gate College-Layton,Layton,UT,www.eaglegatecollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,19629.5
Carsten Institute of Cosmetology,New York,NY,carsteninstitute.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Academy of Hair Design-Jasper,Jasper,TX,lufkinhairdesign.com,33,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Expression College for Digital Arts,Emeryville,CA,www.expression.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,35662
Unitech Training Academy-West Monroe,West Monroe,LA,www.unitechtrainingacademy.com,22,0,0,NULL,NULL,NULL,NULL,NULL,7687
Daymar College-Bellevue,Bellevue,KY,www.daymarcollege.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,23500
Salter School-Fall River,Fall River,MA,www.salterschool.com/Locations/Fall-River-Campus/80/,21,0,0,NULL,NULL,NULL,NULL,NULL,8611
Seacoast Career School-Manchester Campus,Manchester,NH,www.seacoastcareerschools.edu/Locations/Manchester-Campus/84/,12,0,0,NULL,NULL,NULL,NULL,NULL,8602
Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla,Aguadilla,PR,www.lareine.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
New River Community and Technical College,Beaver,WV,www.newriver.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,6576
The College of Health Care Professions-Southwest Houston,Houston,TX,www.chcp.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Eagle Gate College-Salt Lake City,Salt Lake City,UT,www.eaglegatecollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,19629.5
Brightwood College-Palm Springs,Palm Springs,CA,www.brightwood.edu/palm-springs-ca/,21,0,0,NULL,NULL,NULL,NULL,NULL,9057
Minnesota School of Business-Rochester,Rochester,MN,www.msbcollege.edu/,12,0,0,NULL,NULL,NULL,NULL,NULL,27889
Georgia Gwinnett College,Lawrenceville,GA,www.ggc.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,22836.5
Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,www.pihma.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Tucson College of Beauty,Tucson,AZ,tucsoncollegeofbeauty.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9010
California Career College,Canoga Park,CA,californiacareercollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Palladium Technical Academy,Temple City,CA,palladiumta.com,21,0,0,NULL,NULL,NULL,NULL,NULL,5500
Palace Beauty College,Los Angeles,CA,www.palacebeautycollege.com,11,0,0,NULL,NULL,NULL,NULL,NULL,3632
National Polytechnic College,Commerce,CA,www.npcollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14909
American Career College-Ontario,Ontario,CA,americancareercollege.edu/,12,0,0,NULL,NULL,NULL,NULL,NULL,9500
Asher College,Sacramento,CA,www.asher.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
American Institute of Massage Therapy,Santa Ana,CA,www.aimtinc.com,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
University of East-West Medicine,Sunnyvale,CA,www.uewm.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Blake Austin College,Vacaville,CA,blakeaustincollege.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,9500
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,www.aviator.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Trendsetters School of Beauty & Barbering,Jacksonville,FL,NULL,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
CDA Technical Institute,Jacksonville,FL,commercialdivingacademy.com,11,0,0,NULL,NULL,NULL,NULL,NULL,7307
American Institute of Beauty,Largo,FL,www.aibschool.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
North Florida Cosmetology Institute Inc,Tallahassee,FL,www.cosmetologyinst.com,12,0,0,NULL,NULL,NULL,NULL,NULL,7273
Florida Academy of Health & Beauty,Oakland Park,FL,www.flacademyofbeauty.org/,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Augusta School of Massage,Evans,GA,www.augustamassage.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
ATA College,Louisville,KY,www.ata.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,19000
SUM Bible College and Theological Seminary,Oakland,CA,www.sum.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,29458.5
Compass Career College,Hammond,LA,www.compasscareercollege.net,23,0,0,NULL,NULL,NULL,NULL,NULL,9500
Hair Expressions Academy,Rockville,MD,www.hairex.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9833
Nuvo College of Cosmetology,Norton Shores,MI,www.nuvocollege.com,22,0,0,NULL,NULL,NULL,NULL,NULL,6666.5
WellSpring School of Allied Health-Kansas City,Kansas City,MO,www.wellspring.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7783
Hair Academy 110,Kirksville,MO,www.thehairacademy110.com,33,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Healing Touch Career College,Hattiesburg,MS,healingtouchms.com,13,0,0,NULL,NULL,NULL,NULL,NULL,7114
The Salon Professional Academy-Fargo,Fargo,ND,www.tspafargo.com,12,0,0,NULL,NULL,NULL,NULL,NULL,12000
Massage Therapy Trainining Institute,Las Cruces,NM,www.mtti.org,13,0,0,NULL,NULL,NULL,NULL,NULL,4400
Institute of Professional Careers,Las Vegas,NV,www.ipclasvegas.com/,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Aveda Institute-New York,New York,NY,aveda.edu/new-york/,11,0,0,NULL,NULL,NULL,NULL,NULL,6333
Northwest Regional Technology Institute,Erie,PA,www.nwrti.com,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
National Massage Therapy Institute,Philadelphia,PA,www.nmti.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9453
MyrAngel Beauty Institute,San Lorenzo,PR,myrangelbeautyinstitute.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Institute of Hair Design,Adamsville,TN,www.instituteofhairdesign.com,42,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Tennessee Career Institute,Columbia,TN,tnci.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,7917
Texas Health School,Houston,TX,ths.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,6722
Mai-trix Beauty College,Houston,TX,www.maitrixbeautycollege.com,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
North West Beauty School,Houston,TX,nwbs.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Careers Unlimited,Orem,UT,www.ucdh.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mountainland Applied Technology College,Lehi,UT,mlatc.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Avi Career Training,Great Falls,VA,www.AviCareerTraining.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mountain State School of Massage,Charleston,WV,www.mtnstmassage.com,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Doane University-Graduate and Professional Studies,Lincoln,NE,www.doane.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,22158.5
Shorter University-College of Adult & Professional Programs,Marietta,GA,www.shorter.edu/CAPP/,13,0,0,NULL,NULL,NULL,NULL,NULL,29000
The Art Institute of Indianapolis,Indianapolis,IN,new.artinstitutes.edu/indianapolis,11,0,0,NULL,NULL,NULL,NULL,NULL,22141.5
Eastern International College-Belleville,Belleville,NJ,www.eicollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,19716.5
MedTech College,Indianapolis,IN,www.medtech.edu/schools/indianapolis-indiana,11,0,0,NULL,NULL,NULL,NULL,NULL,20000
Broken Arrow Beauty College-Tulsa,Tulsa,OK,www.babeautycollege.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9259
Universal Technical Institute of Northern California Inc,Sacramento,CA,www.uti.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,18139
ITT Technical Institute-Charlotte South,Charlotte,NC,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Clovis,Clovis,CA,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Dunmore,Dunmore,PA,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Swartz Creek,Swartz Creek,MI,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Lexington,Lexington,KY,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Maumee,Maumee,OH,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Oklahoma City,Oklahoma City,OK,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Tulsa,Tulsa,OK,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
University of Phoenix-South Carolina,Columbia,SC,www.phoenix.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,33000
Argosy University-The Art Institute of California-Inland Empire,San Bernardino,CA,www.artinstitutes.edu/inlandempire,12,0,0,NULL,NULL,NULL,NULL,NULL,24750
National American University-Zona Rosa,Kansas City,MO,www.national.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,33523
West Hills College-Lemoore,Lemoore,CA,www.westhillscollege.com,41,0,0,NULL,NULL,NULL,NULL,NULL,9500
Stautzenberger College-Brecksville,Brecksville,OH,www.LearnWhatYouLove.com,21,0,0,NULL,NULL,NULL,NULL,NULL,20000
Stone Academy-East Hartford,East Hartford,CT,www.stoneacademy.com,13,0,0,NULL,NULL,NULL,NULL,NULL,13648
Westwood College-Annandale,Annandale,VA,www.westwood.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,32249.5
Unitech Training Academy-Houma,Houma,LA,www.unitechtrainingacademy.com,13,0,0,NULL,NULL,NULL,NULL,NULL,7687
Miller-Motte Technical College-Madison,Madison,TN,miller-motte.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,23472
Rasmussen College-Illinois,Rockford,IL,rasmussen.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,21163
Educational Technical College-Recinto de Coamo,Coamo,PR,www.edutecpr.com,31,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Educational Technical College-Recinto de san Sebastian,San Sebastian,PR,www.edutecpr.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Argosy University-Denver,Denver,CO,www.argosy.edu/denver/,11,0,0,NULL,NULL,NULL,NULL,NULL,24750
CollegeAmerica-Colorado Springs,Colorado Springs,CO,www.collegeamerica.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,27235.5
CollegeAmerica-Fort Collins,Fort Collins,CO,www.collegeamerica.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,27235.5
Automotive Training Center-Warminster,Warminster,PA,www.autotraining.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,17000
Empire Beauty School-Milwaukee,Milwaukee,WI,www.empire.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,10453.5
The Robert B Miller College,Battle Creek,MI,www.millercollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,19500
University of Phoenix-Connecticut,Norwalk,CT,www.phoenix.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,33000
University of South Florida-St Petersburg,St. Petersburg,FL,www.usfsp.edu,12,0,0,640,610,610,27,1162,19500
Triangle Tech Inc-Bethlehem,Bethlehem,PA,www.triangle-tech.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,15398
Arizona State University-Downtown Phoenix,Phoenix,AZ,www.asu.edu/,11,0,0,590,590,NULL,26,1083,20229
Milan Institute-Clovis,Clovis,CA,www.milaninstitute.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Branford Hall Career Institute-Albany Campus,Albany,NY,branfordhall.edu/albany/,21,0,0,NULL,NULL,NULL,NULL,NULL,9800
Harris School of Business-Linwood Campus,Linwood,NJ,harrisschool.edu/linwood-nj/,22,0,0,NULL,NULL,NULL,NULL,NULL,8775
The Art Institute of Tennessee-Nashville,Nashville,TN,www.artinstitutes.edu/nashville/,11,0,0,NULL,NULL,NULL,NULL,NULL,29000
Strayer University-Florida,Tampa,FL,www.strayer.edu/florida/tampa-westshore,21,0,0,NULL,NULL,NULL,NULL,NULL,36173.5
Pima Medical Institute-Renton,Renton,WA,pmi.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,8708
College of Business and Technology-Flagler,Miami,FL,www.cbt.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9167
College of Business and Technology-Hialeah,Hialeah,FL,www.cbt.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9167
Miller-Motte College-Cary,Cary,NC,www.miller-motte.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,19896
Miami-Jacobs Career College-Springboro,Springboro,OH,www.miamijacobs.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,22940
Dewey University-Juana Díaz,Juana Diaz,PR,dewey.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Dewey University-Fajardo,Fajardo,PR,dewey.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Dewey University-Arroyo,Arroyo,PR,dewey.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Regency Beauty Institute-Independence,Kansas City,MO,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-St Peters,St. Peters,MO,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Peoria,Peoria,IL,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Greenwood,Indianapolis,IN,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Mehlville,Mehlville,MO,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Duluth,Duluth,MN,www.regency.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Fairview Heights,Fairview Heights,IL,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Champaign,Champaign,IL,www.regency.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Olathe,Olathe,KS,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
The College of Health Care Professions-San Antonio,San Antonio,TX,chcp.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Everest Institute-South Plainfield,South Plainfield,NJ,www.everest.edu/campus/south_plainfield,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Daymar College-Madisonville,Madisonville,KY,www.daymarcollege.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,23500
Brittany Beauty School,Bronx,NY,www.brittanybeautyschool.com/,11,0,0,NULL,NULL,NULL,NULL,NULL,8025
Lincoln Technical Institute-Whitestone,Whitestone,NY,www.lincolnedu.com/campus/queens-ny,11,0,0,NULL,NULL,NULL,NULL,NULL,11730
American Public University System,Charles Town,WV,www.apus.edu,31,0,0,NULL,NULL,NULL,NULL,NULL,18543.5
Huntsville Bible College,Huntsville,AL,www.hbc1.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Beaumont Adult School,Beaumont,CA,bas-beaumont-ca.schoolloop.com/,21,0,0,NULL,NULL,NULL,NULL,NULL,18412
Make-up Designory,Burbank,CA,www.mud.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,4962
Gnomon School of Visual Effects,Hollywood,CA,https://www.gnomon.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,28333
Coachella Valley Beauty College,La Quinta,CA,www.cvbeautycollege.com/,21,0,0,NULL,NULL,NULL,NULL,NULL,2170
Career College of California,Santa Ana,CA,www.careercalifornia.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9134
Valley College of Medical Careers,West Hills,CA,www.vcmc.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,8486
Academy of Natural Therapy Inc,Greeley,CO,www.natural-therapy.com,13,0,0,NULL,NULL,NULL,NULL,NULL,10667
Academy Di Capelli-School of Cosmetology,Wallingford,CT,www.academydicapelli.com,21,0,0,NULL,NULL,NULL,NULL,NULL,13652.5
Delaware Learning Institute of Cosmetology,Dagsboro,DE,delawarecosmetology.com,32,0,0,NULL,NULL,NULL,NULL,NULL,6708
Palm Beach Academy of Health & Beauty,Lake Park,FL,www.pbacademy.net,21,0,0,NULL,NULL,NULL,NULL,NULL,6333
SABER College,Miami,FL,sabercollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,32431.5
Taylor College,Belleview,FL,taylorcollege.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,20000
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,www.psmthc.com,13,0,0,NULL,NULL,NULL,NULL,NULL,4685
Ideal Beauty Academy,Jeffersonville,IN,idealbeautyacademy.net,21,0,0,NULL,NULL,NULL,NULL,NULL,7065
Success Schools,Merrillville,IN,www.successbarberschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9222
Louisiana Culinary Institute,Baton Rouge,LA,www.lci.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,20000
Bais Medrash Toras Chesed,Lakewood,NJ,NULL,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Center for Natural Wellness School of Massage Therapy,Albany,NY,www.cnwsmt.com/,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Ace Computer Training Center,Forest Hills,NY,www.acecareer.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,5700
New Age Training,New York,NY,www.newagetraining.com,11,0,0,NULL,NULL,NULL,NULL,NULL,3097
Dayton School of Medical Massage,Dayton,OH,www.massageschools.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Northcoast Medical Training Academy,Kent,OH,northcoastmedicalacademy.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
American Institute of Medical Technology,Tulsa,OK,www.aimt.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,20000
Carib Technological Institute,Bayamon,PR,www.educatecarib.com,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL
Visible Music College,Memphis,TN,www.visible.edu,11,0,0,630,680,670,28,1031,25625
CCI Training Center-Arlington,Arlington,TX,www.cci-training.com,11,0,0,NULL,NULL,NULL,NULL,NULL,8313
Champion Beauty College,Houston,TX,championbeautycollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Professional Careers Institute,Houston,TX,www.pcicareer.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,8181
Southeast Texas Career Institute,Silsbee,TX,www.setxci.com,31,0,0,NULL,NULL,NULL,NULL,NULL,6333
Southwest Applied Technology College,Cedar City,UT,swatc.edu/,33,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Academy of Cosmetology,Janesville,WI,www.cosmetologycareer.net/,13,0,0,NULL,NULL,NULL,NULL,NULL,11833
Milwaukee Career College,Milwaukee,WI,www.mkecc.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7520
University of the West,Rosemead,CA,www.uwest.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
South University-Tampa,Tampa,FL,www.southuniversity.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25167
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,www.milaninstitute.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12761.5
Appalachian College of Pharmacy,Oakwood,VA,www.acp.edu,43,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Averett University-Non-Traditional Programs,Danville,VA,gps.averett.edu/,32,0,0,NULL,NULL,NULL,NULL,NULL,25000
Paul Mitchell the School-Tampa,Tampa,FL,tampa.paulmitchell.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,11000
Paul Mitchell the School-San Diego,San Diego,CA,sandiego.paulmitchell.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,11000
Paul Mitchell the School-Michigan,Sterling Heights,MI,sterlingheights.paulmitchell.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,11000
Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,shermanoaks.paulmitchell.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,13000
Paul Mitchell the School-Mclean,McLean,VA,tysonscorner.paulmitchell.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,13000
Miami-Jacobs Career College-Troy,Troy,OH,www.miamijacobs.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,22940
Blue Cliff College-Houma,Houma,LA,bluecliffcollege.edu/,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
The Art Institute of Salt Lake City,Draper,UT,www.artinstitutes.edu/saltlakecity/,21,0,0,NULL,NULL,NULL,NULL,NULL,22141.5
Fortis College-Columbus,Westerville,OH,www.fortiscollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,12960
Fortis College-Cincinnati,Cincinnati,OH,www.fortiscollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,12960
Fortis Institute-Baltimore,Baltimore,MD,www.fortis.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,6333
The Art Institute of Charleston,Charleston,SC,www.artinstitutes.edu/charleston,12,0,0,NULL,NULL,NULL,NULL,NULL,29000
Argosy University-The Art Institute of California-Sacramento,Sacramento,CA,www.artinstitutes.edu/sacramento/,11,0,0,NULL,NULL,NULL,NULL,NULL,24750
Blue Cliff College-Fayetteville,Fayetteville,AR,bluecliffcollege.com,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
Blue Cliff College-Alexandria,Alexandria,LA,bluecliffcollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
StenoTech Career Institute-Piscataway,Piscataway,NJ,www.stenotech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Ultimate Medical Academy-Tampa,Tampa,FL,www.ultimatemedical.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,13219
Beauty Schools of America-North Miami Beach,North Miami Beach,FL,www.bsa.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Virginia College-Biloxi,Biloxi,MS,www.vc.edu/college/biloxi-colleges-mississippi.cfm,13,0,0,NULL,NULL,NULL,NULL,NULL,18331
ITT Technical Institute-St Petersburg,Tampa,FL,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Baton Rouge,Baton Rouge,LA,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Columbia,Columbia,SC,www.itt-tech.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Wichita,Wichita,KS,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Atlanta,Atlanta,GA,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Mobile,Mobile,AL,www.itt-tech.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Chattanooga,Chattanooga,TN,www.itt-tech.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-South Bend,South Bend,IN,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
Virginia College-School of Business and Health-Chattanooga,Chattanooga,TN,www.vc.edu/college/chattanooga-colleges-tennessee.cfm,12,0,0,NULL,NULL,NULL,NULL,NULL,18331
Strayer University-Delaware,Newark,DE,www.strayer.edu/delaware/christiana,21,0,0,NULL,NULL,NULL,NULL,NULL,36173.5
Brite Divinity School,Fort Worth,TX,www.brite.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,22000
Strayer University-Alabama,Birmingham,AL,www.strayer.edu/alabama/birmingham,12,0,0,NULL,NULL,NULL,NULL,NULL,36173.5
